   5.1760683e-05   1.2905353e-06      0.44484426       431089.93       130648.01
       101094.98   1.2905340e-06      0.44484095       431087.07       130647.51
       202189.97   1.2905316e-06      0.44483499       431081.93       130646.61
       303284.95   1.2905237e-06      0.44481493       431064.63       130643.60
       404379.93   1.2905157e-06      0.44479488       431047.33       130640.58
       505474.92   1.2905077e-06      0.44477483       431030.03       130637.56
       606569.90   1.2904997e-06      0.44475478       431012.73       130634.55
       707664.88   1.2904917e-06      0.44473473       430995.42       130631.53
       808759.87   1.2904837e-06      0.44471468       430978.12       130628.51
       909854.85   1.2904757e-06      0.44469463       430960.82       130625.49
       1010949.8   1.2904604e-06      0.44465626       430927.69       130619.72
       1112044.8   1.2904417e-06      0.44460944       430887.27       130612.67
       1213139.8   1.2904230e-06      0.44456262       430846.85       130605.62
       1314234.8   1.2904043e-06      0.44451580       430806.42       130598.58
       1415329.8   1.2903855e-06      0.44446899       430766.00       130591.53
       1516424.7   1.2903668e-06      0.44442219       430725.57       130584.48
       1617519.7   1.2903481e-06      0.44437539       430685.13       130577.43
       1718614.7   1.2903267e-06      0.44432195       430638.97       130569.38
       1819709.7   1.2902972e-06      0.44424859       430575.55       130558.33
       1920804.7   1.2902678e-06      0.44417522       430512.13       130547.27
       2021899.7   1.2902383e-06      0.44410187       430448.70       130536.22
       2122994.6   1.2902088e-06      0.44402853       430385.27       130525.17
       2224089.6   1.2901793e-06      0.44395520       430321.84       130514.11
       2325184.6   1.2901498e-06      0.44388187       430258.39       130503.06
       2426279.6   1.2901203e-06      0.44380856       430194.94       130492.00
       2527374.6   1.2900815e-06      0.44371260       430111.86       130477.52
       2628469.6   1.2900412e-06      0.44361298       430025.58       130462.49
       2729564.5   1.2900009e-06      0.44351338       429939.29       130447.46
       2830659.5   1.2899606e-06      0.44341379       429852.99       130432.42
       2931754.5   1.2899202e-06      0.44331422       429766.68       130417.39
       3032849.5   1.2898798e-06      0.44321467       429680.36       130402.36
       3133944.5   1.2898394e-06      0.44311513       429594.03       130387.32
       3235039.5   1.2897933e-06      0.44300201       429495.86       130370.23
       3336134.4   1.2897421e-06      0.44287647       429386.87       130351.25
       3437229.4   1.2896909e-06      0.44275096       429277.87       130332.27
       3538324.4   1.2896395e-06      0.44262548       429168.85       130313.29
       3639419.4   1.2895882e-06      0.44250002       429059.81       130294.31
       3740514.4   1.2895367e-06      0.44237459       428950.75       130275.33
       3841609.4   1.2894853e-06      0.44224918       428841.68       130256.35
       3942704.3   1.2894312e-06      0.44211761       428727.19       130236.43
       4043799.3   1.2893688e-06      0.44196655       428595.65       130213.54
       4144894.3   1.2893064e-06      0.44181554       428464.09       130190.65
       4245989.3   1.2892440e-06      0.44166455       428332.51       130167.75
       4347084.3   1.2891814e-06      0.44151361       428200.90       130144.86
       4448179.3   1.2891188e-06      0.44136271       428069.26       130121.97
       4549274.2   1.2890561e-06      0.44121184       427937.61       130099.08
       4650369.2   1.2889931e-06      0.44106051       427805.48       130076.11
       4751464.2   1.2889195e-06      0.44088438       427651.56       130049.35
       4852559.2   1.2888458e-06      0.44070830       427497.61       130022.58
       4953654.2   1.2887719e-06      0.44053227       427343.62       129995.82
       5054749.2   1.2886980e-06      0.44035630       427189.61       129969.05
       5155844.1   1.2886239e-06      0.44018038       427035.56       129942.29
       5256939.1   1.2885498e-06      0.44000451       426881.48       129915.52
       5358034.1   1.2884755e-06      0.43982869       426727.36       129888.76
       5459129.1   1.2883918e-06      0.43963138       426554.22       129858.68
       5560224.1   1.2883064e-06      0.43943074       426378.06       129828.08
       5661319.1   1.2882209e-06      0.43923016       426201.85       129797.48
       5762414.0   1.2881353e-06      0.43902966       426025.60       129766.89
       5863509.0   1.2880496e-06      0.43882922       425849.30       129736.29
       5964604.0   1.2879637e-06      0.43862886       425672.96       129705.69
       6065699.0   1.2878777e-06      0.43842856       425496.58       129675.09
       6166794.0   1.2877831e-06      0.43820931       425303.30       129641.55
       6267889.0   1.2876858e-06      0.43798465       425105.10       129607.16
       6368983.9   1.2875884e-06      0.43776007       424906.84       129572.78
       6470078.9   1.2874908e-06      0.43753558       424708.53       129538.39
       6571173.9   1.2873930e-06      0.43731117       424510.16       129504.00
       6672268.9   1.2872951e-06      0.43708686       424311.74       129469.61
       6773363.9   1.2871970e-06      0.43686263       424113.27       129435.22
       6874458.9   1.2870904e-06      0.43662025       423898.48       129398.00
       6975553.8   1.2869808e-06      0.43637214       423678.42       129359.86
       7076648.8   1.2868711e-06      0.43612414       423458.29       129321.73
       7177743.8   1.2867612e-06      0.43587624       423238.10       129283.59
       7278838.8   1.2866510e-06      0.43562845       423017.84       129245.46
       7379933.8   1.2865407e-06      0.43538077       422797.51       129207.33
       7481028.8   1.2864301e-06      0.43513319       422577.12       129169.19
       7582123.7   1.2863103e-06      0.43486658       422339.46       129128.05
