   0.00097498964   3.4364237e-07       124970.66       9754640.7       2911882.9
       1904274.7   3.4363967e-07       124969.45       9754550.4       2911853.2
       3808549.5   3.4362681e-07       124963.70       9754119.5       2911711.5
       5712824.2   3.4361395e-07       124957.95       9753688.6       2911569.9
       7617098.9   3.4360109e-07       124952.19       9753257.7       2911428.3
       9521373.7   3.4358131e-07       124943.35       9752595.0       2911210.5
       11425648.   3.4355160e-07       124930.05       9751599.4       2910883.4
       13329923.   3.4352188e-07       124916.76       9750603.6       2910556.2
       15234198.   3.4349216e-07       124903.48       9749607.5       2910229.1
       17138473.   3.4344929e-07       124884.31       9748170.8       2909757.4
       19042747.   3.4340273e-07       124863.50       9746610.5       2909245.2
       20947022.   3.4335616e-07       124842.69       9745049.6       2908733.1
       22851297.   3.4330692e-07       124820.69       9743399.2       2908191.7
       24755572.   3.4324354e-07       124792.38       9741274.5       2907495.1
       26659846.   3.4318013e-07       124764.07       9739148.8       2906798.5
       28564121.   3.4311669e-07       124735.76       9737022.1       2906101.8
       30468396.   3.4304419e-07       124703.41       9734591.2       2905305.9
       32372670.   3.4296395e-07       124667.62       9731900.4       2904425.4
       34276945.   3.4288366e-07       124631.83       9729207.9       2903544.9
       36181220.   3.4280332e-07       124596.05       9726513.7       2902664.4
       38085495.   3.4270749e-07       124553.34       9723298.9       2901614.3
       39989769.   3.4261034e-07       124510.09       9720039.9       2900550.6
       41894044.   3.4251313e-07       124466.85       9716778.5       2899486.8
       43798319.   3.4241060e-07       124421.27       9713338.5       2898365.6
       45702594.   3.4229659e-07       124370.57       9709512.2       2897119.5
       47606868.   3.4218249e-07       124319.89       9705682.5       2895873.3
       49511143.   3.4206830e-07       124269.22       9701849.4       2894627.1
       51415418.   3.4194516e-07       124214.60       9697715.1       2893284.1
       53319692.   3.4181827e-07       124158.35       9693454.5       2891901.4
       55223967.   3.4168614e-07       124099.59       9689005.1       2890457.1
       57128242.   3.4154962e-07       124038.58       9684389.0       2888957.7
       59032517.   3.4140386e-07       123973.44       9679459.0       2887357.8
       60936791.   3.4125564e-07       123907.26       9674445.3       2885732.6
       62841066.   3.4110726e-07       123841.12       9669425.8       2884107.4
       64745341.   3.4095559e-07       123773.57       9664294.5       2882447.9
       66649616.   3.4079075e-07       123700.11       9658715.2       2880645.3
       68553890.   3.4062572e-07       123626.69       9653128.7       2878842.6
       70458165.   3.4046048e-07       123553.29       9647535.1       2877040.0
       72362440.   3.4028623e-07       123475.90       9641634.6       2875140.7
       74266715.   3.4010680e-07       123396.27       9635557.2       2873187.0
       76170989.   3.3992638e-07       123316.33       9629445.7       2871225.0
       78075264.   3.3973810e-07       123232.94       9623198.5       2869179.6
       79979539.   3.3954481e-07       123147.40       9616957.2       2867082.1
       81883813.   3.3934207e-07       123057.67       9610407.9       2864884.1
       83788088.   3.3913725e-07       122967.16       9603790.6       2862666.7
       85692363.   3.3893212e-07       122876.71       9597162.8       2860449.3
       87596638.   3.3872272e-07       122784.47       9590395.0       2858188.4
       89500912.   3.3850101e-07       122686.73       9583225.8       2855796.9
       91405187.   3.3827894e-07       122589.05       9576044.3       2853405.3
       93309462.   3.3805652e-07       122491.43       9568850.5       2851013.7
       95213737.   3.3782281e-07       122388.79       9561287.4       2848503.2
       97118011.   3.3758371e-07       122283.91       9553547.9       2845938.5
       99022286.   3.3734420e-07       122179.09       9545794.1       2843373.7
   1.0092656e+08   3.3710239e-07       122073.46       9537964.3       2840788.6
   1.0283084e+08   3.3684618e-07       121961.37       9529662.1       2838051.8
   1.0473511e+08   3.3658948e-07       121849.36       9521343.5       2835314.9
   1.0663938e+08   3.3633231e-07       121737.43       9513008.4       2832578.1
   1.0854366e+08   3.3606609e-07       121621.56       9504375.3       2829748.5
   1.1044793e+08   3.3579210e-07       121502.38       9495486.5       2826840.6
   1.1235221e+08   3.3551757e-07       121383.28       9486578.8       2823932.7
   1.1425648e+08   3.3524249e-07       121264.27       9477652.3       2821024.8
   1.1616076e+08   3.3495180e-07       121138.25       9468210.8       2817954.6
   1.1806503e+08   3.3465978e-07       121012.00       9458724.4       2814876.6
   1.1996931e+08   3.3436714e-07       120885.84       9449216.6       2811798.5
   1.2187358e+08   3.3406834e-07       120757.15       9439504.5       2808661.0
   1.2377786e+08   3.3375868e-07       120623.74       9429432.5       2805413.8
   1.2568213e+08   3.3344833e-07       120490.44       9419336.3       2802166.7
   1.2758641e+08   3.3313728e-07       120357.25       9409216.1       2798919.5
   1.2949068e+08   3.3281404e-07       120218.70       9398690.6       2795549.3
   1.3139496e+08   3.3248580e-07       120078.25       9387998.3       2792133.9
   1.3329923e+08   3.3215679e-07       119937.93       9377279.0       2788718.4
   1.3520351e+08   3.3182564e-07       119797.08       9366487.3       2785288.5
   1.3710778e+08   3.3147932e-07       119649.49       9355190.1       2781705.5
   1.3901206e+08   3.3113215e-07       119502.03       9343862.7       2778122.6
   1.4091633e+08   3.3078412e-07       119354.71       9332505.1       2774539.6
   1.4282060e+08   3.3042873e-07       119204.40       9320900.6       2770887.8
   1.4472488e+08   3.3006316e-07       119049.80       9308955.1       2767138.0
   1.4662915e+08   3.2969665e-07       118895.34       9296976.1       2763388.2
   1.4853343e+08   3.2932919e-07       118741.03       9284963.3       2759638.3
   1.5043770e+08   3.2894973e-07       118581.55       9272547.4       2755772.2
   1.5234198e+08   3.2856453e-07       118419.96       9259937.3       2751856.5
   1.5424625e+08   3.2817828e-07       118258.53       9247289.9       2747940.8
   1.5615053e+08   3.2779099e-07       118097.27       9234605.0       2744025.1
   1.5805480e+08   3.2739284e-07       117931.45       9221553.5       2740007.0
   1.5995908e+08   3.2703184e-07       117763.33       9209507.1       2735935.8
   1.6186335e+08   3.2669432e-07       117593.45       9198090.4       2731823.6
   1.6376763e+08   3.2635348e-07       117422.34       9186558.6       2727681.7
   1.6567190e+08   3.2600303e-07       117246.16       9174690.6       2723429.6
   1.6757618e+08   3.2565149e-07       117070.18       9162786.0       2719177.6
   1.6948045e+08   3.2529887e-07       116894.40       9150844.6       2714925.5
   1.7138473e+08   3.2494087e-07       116716.17       9138715.4       2710618.8
   1.7328900e+08   3.2457315e-07       116532.86       9126244.7       2706202.5
   1.7519328e+08   3.2420424e-07       116349.76       9113733.7       2701786.1
   1.7709755e+08   3.2383414e-07       116166.88       9101182.2       2697369.8
   1.7900182e+08   3.2345599e-07       115979.95       9088347.1       2692866.3
   1.8090610e+08   3.2307055e-07       115789.51       9075255.7       2688286.4
   1.8281037e+08   3.2268382e-07       115599.29       9062120.2       2683706.6
   1.8471465e+08   3.2229579e-07       115409.32       9048940.1       2679126.7
   1.8661892e+08   3.2190043e-07       115215.82       9035501.5       2674471.0
   1.8852320e+08   3.2150034e-07       115020.18       9021885.7       2669767.1
   1.9042747e+08   3.2109863e-07       114822.29       9008128.8       2665013.6
   1.9233175e+08   3.2069219e-07       114622.50       8994204.1       2660218.0
   1.9423602e+08   3.2028109e-07       114420.86       8980495.4       2655381.3
   1.9614030e+08   3.1986353e-07       114216.18       8966832.5       2650480.9
   1.9804457e+08   3.1944424e-07       114011.66       8953113.5       2645578.3
   1.9994885e+08   3.1901697e-07       113803.07       8939119.2       2640593.1
   2.0185312e+08   3.1858374e-07       113591.83       8924920.4       2635552.3
   2.0375740e+08   3.1814885e-07       113380.89       8910667.6       2630511.5
   2.0566167e+08   3.1771229e-07       113170.24       8896360.5       2625470.7
   2.0756595e+08   3.1726689e-07       112954.98       8881746.8       2620338.5
   2.0947022e+08   3.1681490e-07       112736.73       8866905.2       2615144.5
   2.1137450e+08   3.1636111e-07       112518.79       8852004.8       2609950.5
   2.1327877e+08   3.1590551e-07       112301.17       8837045.4       2604756.6
   2.1518304e+08   3.1543883e-07       112077.44       8821697.7       2599444.8
   2.1708732e+08   3.1496781e-07       111852.37       8806201.4       2594102.4
   2.1899159e+08   3.1449485e-07       111627.63       8790641.4       2588760.0
   2.2089587e+08   3.1401962e-07       111403.00       8775005.0       2583413.3
   2.2280014e+08   3.1353137e-07       111170.95       8758909.7       2577927.1
   2.2470442e+08   3.1304105e-07       110939.26       8742745.7       2572440.9
   2.2660869e+08   3.1254865e-07       110707.93       8726512.7       2566954.8
   2.2851297e+08   3.1205079e-07       110474.56       8710088.9       2561426.2
   2.3041724e+08   3.1154308e-07       110236.07       8693317.2       2555801.0
   2.3232152e+08   3.1103315e-07       109997.98       8676471.4       2550175.8
   2.3422579e+08   3.1052099e-07       109760.27       8659550.8       2544550.7
   2.3613007e+08   3.0999994e-07       109518.13       8642314.4       2538842.4
   2.3803434e+08   3.0947244e-07       109273.44       8624851.3       2533083.0
   2.3993862e+08   3.0894257e-07       109029.16       8607308.1       2527323.5
   2.4184289e+08   3.0841031e-07       108785.29       8589684.3       2521564.1
   2.4374717e+08   3.0786551e-07       108534.41       8571610.0       2515678.9
   2.4565144e+08   3.0731788e-07       108283.75       8553439.0       2509790.0
   2.4755572e+08   3.0676771e-07       108033.51       8535181.8       2503901.0
   2.4945999e+08   3.0621136e-07       107781.02       8516704.7       2497967.3
   2.5136426e+08   3.0564589e-07       107524.15       8497899.7       2491953.4
   2.5326854e+08   3.0507773e-07       107267.74       8479002.7       2485939.6
   2.5517281e+08   3.0450685e-07       107011.79       8460012.8       2479925.7
   2.5707709e+08   3.0392831e-07       106752.61       8440746.9       2473851.4
